Title;RG30
Description;Dataset proposed in the paper Vanhoucke, M., Coelho, J., and Batselier, J. (2016). An overview of project data for integrated project management and control. Journal of Modern Project Management, 3(2):6–21.
Number;1800
Format;rcp
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
968;Set 2\Pat68.rcp;0;0;62;4;3600010;65;3;70;0;0;0;33;171;30;0,367;0,106;0,172;0,800;0,000;0,250;0,933;4;0,750;3,000;0,035;0,400;0;0,000;0,000;0,000;0,000;1,000
969;Set 2\Pat69.rcp;0;0;58;6;72000000;61;3;670;0;0;0;36;160;30;0,300;0,097;0,172;0,850;0,011;1,000;0,958;4;0,750;3,000;0,046;0,400;0;0,000;0,000;0,000;0,000;1,000
970;Set 2\Pat70.rcp;0;0;66;4;3600010;67;3;6000;0;0;0;37;171;30;0,333;0,106;0,172;0,800;0,015;1,000;0,908;4;0,750;3,000;0,045;0,400;0;0,000;0,000;0,000;0,000;1,000
971;Set 2\Pat71.rcp;0;0;76;4;3600020;78;1;3600120;0;0;0;37;191;30;0,467;0,106;0,172;0,750;0,007;1,000;0,892;4;0,750;3,000;0,032;0,400;0;0,000;0,000;0,000;0,000;1,000
972;Set 2\Pat72.rcp;0;0;69;6;72000000;70;3;680;0;0;0;28;182;30;0,500;0,113;0,172;0,750;0,015;1,000;0,892;4;0,750;3,000;0,052;0,400;0;0,000;0,000;0,000;0,000;1,000
973;Set 2\Pat73.rcp;0;0;48;6;47713860;48;4;3600000;48;6;47713860;26;128;30;0,400;0,117;0,172;0,750;0,000;0,750;0,900;4;0,750;3,000;0,046;0,400;0;0,000;0,000;0,000;0,000;1,000
974;Set 2\Pat74.rcp;0;0;62;6;72000010;65;6;700;0;0;0;40;171;30;0,533;0,108;0,172;0,750;0,021;1,000;0,883;4;0,750;3,000;0,059;0,400;0;0,000;0,000;0,000;0,000;1,000
975;Set 2\Pat75.rcp;0;0;58;6;72000000;63;3;6000;0;0;0;34;167;30;0,500;0,115;0,172;0,750;0,010;0,550;0,867;4;0,750;3,000;0,064;0,400;0;0,000;0,000;0,000;0,000;1,000
976;Set 2\Pat76.rcp;0;0;66;4;3600010;67;3;6000;0;0;0;32;185;30;0,400;0,103;0,172;0,800;0,010;0,583;0,900;4;0,750;3,000;0,035;0,400;0;0,000;0,000;0,000;0,000;1,000
977;Set 2\Pat77.rcp;0;0;63;4;3600010;64;1;3600070;0;0;0;26;174;30;0,467;0,113;0,172;0,850;0,029;0,625;0,892;4;0,750;3,000;0,042;0,400;0;0,000;0,000;0,000;0,000;1,000
978;Set 2\Pat78.rcp;0;0;53;4;3600010;54;1;3600030;0;0;0;36;148;30;0,300;0,097;0,172;0,800;0,000;1,000;0,950;4;0,750;3,000;0,042;0,400;0;0,000;0,000;0,000;0,000;1,000
979;Set 2\Pat79.rcp;0;0;61;6;50018260;61;1;3600140;0;0;0;28;161;30;0,633;0,117;0,172;0,750;0,035;0,958;0,867;4;0,750;3,000;0,052;0,400;0;0,000;0,000;0,000;0,000;1,000
980;Set 2\Pat80.rcp;0;0;60;1;506600;60;1;506600;60;1;506600;37;163;30;0,367;0,103;0,172;0,750;0,000;0,750;0,933;4;0,750;3,000;0,033;0,400;0;0,000;0,000;0,000;0,000;1,000
981;Set 2\Pat81.rcp;0;0;102;1;0;102;1;0;102;1;0;98;187;30;1,800;0,789;0,483;0,214;0,125;0,837;0,219;4;0,750;3,000;0,461;0,400;0;0,000;0,000;0,000;0,000;1,000
982;Set 2\Pat82.rcp;0;0;64;1;0;64;1;0;64;1;0;52;114;30;1,400;0,646;0,483;0,214;0,143;0,774;0,357;4;0,750;3,000;0,280;0,400;0;0,000;0,000;0,000;0,000;1,000
983;Set 2\Pat83.rcp;0;0;110;1;0;110;1;0;110;1;0;90;161;30;1,700;0,913;0,483;0,214;0,414;0,960;0,048;4;0,750;3,000;0,284;0,400;0;0,000;0,000;0,000;0,000;1,000
984;Set 2\Pat84.rcp;0;0;133;1;0;133;1;0;133;1;0;108;174;30;1,767;0,920;0,483;0,214;0,483;0,952;0,038;4;0,750;3,000;0,308;0,400;0;0,000;0,000;0,000;0,000;1,000
985;Set 2\Pat85.rcp;0;0;130;1;0;130;1;0;130;1;0;102;197;30;1,700;0,853;0,483;0,214;0,167;0,893;0,114;4;0,750;3,000;0,306;0,400;0;0,000;0,000;0,000;0,000;1,000
986;Set 2\Pat86.rcp;0;0;112;1;0;112;1;0;112;1;0;88;170;30;1,833;0,763;0,483;0,214;0,107;0,766;0,238;4;0,750;3,000;0,312;0,400;0;0,000;0,000;0,000;0,000;1,000
987;Set 2\Pat87.rcp;0;0;102;1;0;102;1;0;102;1;0;87;180;30;1,800;0,782;0,483;0,214;0,097;0,831;0,195;4;0,750;3,000;0,427;0,400;0;0,000;0,000;0,000;0,000;1,000
988;Set 2\Pat88.rcp;0;0;123;1;0;123;1;0;123;1;0;103;184;30;1,767;0,924;0,483;0,214;0,517;0,963;0,033;4;0,750;3,000;0,193;0,400;0;0,000;0,000;0,000;0,000;1,000
989;Set 2\Pat89.rcp;0;0;94;1;0;94;1;0;94;1;0;84;164;30;1,700;0,837;0,483;0,214;0,037;0,865;0,138;4;0,750;3,000;0,319;0,400;0;0,000;0,000;0,000;0,000;1,000
990;Set 2\Pat90.rcp;0;0;92;1;20;92;1;20;92;1;20;76;177;30;1,033;0,501;0,483;0,214;0,000;0,808;0,562;4;0,750;3,000;0,137;0,400;0;0,000;0,000;0,000;0,000;1,000
991;Set 2\Pat91.rcp;0;0;98;1;0;98;1;0;98;1;0;84;154;30;1,700;0,814;0,483;0,214;0,036;0,821;0,171;4;0,750;3,000;0,390;0,400;0;0,000;0,000;0,000;0,000;1,000
992;Set 2\Pat92.rcp;0;0;98;1;0;98;1;0;98;1;0;90;170;30;1,833;0,766;0,483;0,214;0,100;0,806;0,219;4;0,750;3,000;0,332;0,400;0;0,000;0,000;0,000;0,000;1,000
993;Set 2\Pat93.rcp;0;0;91;1;0;91;1;0;91;1;0;83;164;30;1,300;0,579;0,483;0,214;0,033;0,609;0,471;4;0,750;3,000;0,408;0,400;0;0,000;0,000;0,000;0,000;1,000
994;Set 2\Pat94.rcp;0;0;92;1;0;92;1;0;92;1;0;77;166;30;1,767;0,784;0,483;0,214;0,065;0,775;0,195;4;0,750;3,000;0,249;0,400;0;0,000;0,000;0,000;0,000;1,000
995;Set 2\Pat95.rcp;0;0;98;1;0;98;1;0;98;1;0;95;180;30;1,333;0,582;0,483;0,214;0,067;0,670;0,457;4;0,750;3,000;0,431;0,400;0;0,000;0,000;0,000;0,000;1,000
996;Set 2\Pat96.rcp;0;0;82;1;0;82;1;0;82;1;0;73;161;30;1,667;0,683;0,483;0,214;0,036;0,746;0,319;4;0,750;3,000;0,248;0,400;0;0,000;0,000;0,000;0,000;1,000
997;Set 2\Pat97.rcp;0;0;83;1;0;83;1;0;83;1;0;58;131;30;1,667;0,676;0,483;0,214;0,036;0,746;0,324;4;0,750;3,000;0,191;0,400;0;0,000;0,000;0,000;0,000;1,000
998;Set 2\Pat98.rcp;0;0;107;1;0;107;1;0;107;1;0;85;152;30;1,833;0,913;0,483;0,214;0,469;0,957;0,043;4;0,750;3,000;0,375;0,400;0;0,000;0,000;0,000;0,000;1,000
999;Set 2\Pat99.rcp;0;0;83;1;0;83;1;0;83;1;0;80;159;30;1,333;0,593;0,483;0,214;0,067;0,751;0,438;4;0,750;3,000;0,385;0,400;0;0,000;0,000;0,000;0,000;1,000
1000;Set 2\Pat100.rcp;0;0;112;1;0;112;1;0;112;1;0;99;200;30;1,767;0,793;0,483;0,214;0,100;0,788;0,200;4;0,750;3,000;0,258;0,400;0;0,000;0,000;0,000;0,000;1,000
1001;Set 2\Pat101.rcp;0;0;75;1;10;75;1;10;75;1;10;71;161;30;1,267;0,487;0,483;0,429;0,000;0,590;0,600;4;0,750;3,000;0,201;0,400;0;0,000;0,000;0,000;0,000;1,000
1002;Set 2\Pat102.rcp;0;0;78;1;0;78;1;0;78;1;0;74;158;30;1,367;0,674;0,483;0,429;0,000;0,538;0,343;4;0,750;3,000;0,381;0,400;0;0,000;0,000;0,000;0,000;1,000
1003;Set 2\Pat103.rcp;0;0;113;1;0;113;1;0;113;1;0;97;165;30;1,867;0,839;0,483;0,357;0,143;0,849;0,148;4;0,750;3,000;0,138;0,400;0;0,000;0,000;0,000;0,000;1,000
1004;Set 2\Pat104.rcp;0;0;102;1;0;102;1;0;102;1;0;81;182;30;1,667;0,784;0,483;0,357;0,065;0,832;0,167;4;0,750;3,000;0,118;0,400;0;0,000;0,000;0,000;0,000;1,000
1005;Set 2\Pat105.rcp;0;0;91;1;0;91;1;0;91;1;0;83;151;30;0,800;0,391;0,483;0,429;0,000;1,000;0,767;4;0,750;3,000;0,133;0,400;0;0,000;0,000;0,000;0,000;1,000
1006;Set 2\Pat106.rcp;0;0;97;CPM;0;97;1;0;97;1;0;97;179;30;1,133;0,464;0,483;0,357;0,000;0,473;0,614;4;0,750;3,000;0,333;0,400;0;0,000;0,000;0,000;0,000;1,000
1007;Set 2\Pat107.rcp;0;0;91;1;0;91;1;0;91;1;0;80;164;30;1,367;0,697;0,483;0,429;0,074;0,645;0,329;4;0,750;3,000;0,168;0,400;0;0,000;0,000;0,000;0,000;1,000
1008;Set 2\Pat108.rcp;0;0;85;1;0;85;1;0;85;1;0;77;163;30;1,767;0,639;0,483;0,429;0,147;0,692;0,381;4;0,750;3,000;0,226;0,400;0;0,000;0,000;0,000;0,000;1,000
1009;Set 2\Pat109.rcp;0;0;74;1;0;74;1;0;74;1;0;72;145;30;0,800;0,425;0,483;0,429;0,000;1,000;0,695;4;0,750;3,000;0,291;0,400;0;0,000;0,000;0,000;0,000;1,000
1010;Set 2\Pat110.rcp;0;0;76;CPM;0;76;1;0;76;1;0;76;150;30;1,300;0,589;0,483;0,357;0,000;0,740;0,481;4;0,750;3,000;0,237;0,400;0;0,000;0,000;0,000;0,000;1,000
1011;Set 2\Pat111.rcp;0;0;104;1;10;104;1;10;104;1;10;101;184;30;1,467;0,547;0,483;0,429;0,000;0,593;0,500;4;0,750;3,000;0,201;0,400;0;0,000;0,000;0,000;0,000;1,000
1012;Set 2\Pat112.rcp;0;0;92;1;0;92;1;0;92;1;0;79;173;30;1,067;0,577;0,483;0,357;0,034;0,846;0,443;4;0,750;3,000;0,228;0,400;0;0,000;0,000;0,000;0,000;1,000
1013;Set 2\Pat113.rcp;0;0;114;1;0;114;1;0;114;1;0;82;174;30;1,800;0,823;0,483;0,357;0,172;0,849;0,171;4;0,750;3,000;0,192;0,400;0;0,000;0,000;0,000;0,000;1,000
1014;Set 2\Pat114.rcp;0;0;68;CPM;0;68;1;0;68;1;0;68;135;30;1,067;0,480;0,483;0,429;0,000;0,471;0,605;4;0,750;3,000;0,224;0,400;0;0,000;0,000;0,000;0,000;1,000
1015;Set 2\Pat115.rcp;0;0;95;1;0;95;1;0;95;1;0;83;163;30;1,733;0,729;0,483;0,429;0,094;0,778;0,252;4;0,750;3,000;0,298;0,400;0;0,000;0,000;0,000;0,000;1,000
1016;Set 2\Pat116.rcp;0;0;112;1;0;112;1;0;112;1;0;89;188;30;1,533;0,745;0,483;0,429;0,065;0,825;0,229;4;0,750;3,000;0,242;0,400;0;0,000;0,000;0,000;0,000;1,000
1017;Set 2\Pat117.rcp;0;0;93;1;0;93;1;0;93;1;0;91;181;30;1,000;0,508;0,483;0,357;0,037;0,872;0,533;4;0,750;3,000;0,312;0,400;0;0,000;0,000;0,000;0,000;1,000
1018;Set 2\Pat118.rcp;0;0;72;1;0;72;1;0;72;1;0;71;145;30;1,700;0,628;0,483;0,429;0,132;0,708;0,405;4;0,750;3,000;0,347;0,400;0;0,000;0,000;0,000;0,000;1,000
1019;Set 2\Pat119.rcp;0;0;114;1;0;114;1;0;114;1;0;98;178;30;1,500;0,632;0,483;0,429;0,037;0,718;0,381;4;0,750;3,000;0,116;0,400;0;0,000;0,000;0,000;0,000;1,000
1020;Set 2\Pat120.rcp;0;0;113;1;0;113;1;0;113;1;0;97;191;30;1,700;0,731;0,483;0,357;0,036;0,779;0,257;4;0,750;3,000;0,264;0,400;0;0,000;0,000;0,000;0,000;1,000
1021;Set 2\Pat121.rcp;0;0;92;CPM;0;92;1;0;92;1;0;92;180;30;0,900;0,377;0,483;0,571;0,026;0,481;0,786;4;0,750;3,000;0,288;0,400;0;0,000;0,000;0,000;0,000;1,000
1022;Set 2\Pat122.rcp;0;0;74;1;10;74;1;10;74;1;10;66;148;30;1,100;0,533;0,483;0,643;0,000;0,427;0,538;4;0,750;3,000;0,214;0,400;0;0,000;0,000;0,000;0,000;1,000
1023;Set 2\Pat123.rcp;0;0;70;1;160;70;1;160;70;1;160;65;154;30;0,833;0,370;0,483;0,571;0,000;0,000;0,800;4;0,750;3,000;0,194;0,400;0;0,000;0,000;0,000;0,000;1,000
1024;Set 2\Pat124.rcp;0;0;81;1;0;81;1;0;81;1;0;75;170;30;1,500;0,623;0,483;0,571;0,160;0,785;0,414;4;0,750;3,000;0,132;0,400;0;0,000;0,000;0,000;0,000;1,000
1025;Set 2\Pat125.rcp;0;0;85;CPM;0;85;1;0;85;1;0;85;189;30;0,633;0,329;0,483;0,643;0,000;1,000;0,895;4;0,750;3,000;0,100;0,400;0;0,000;0,000;0,000;0,000;1,000
1026;Set 2\Pat126.rcp;0;0;76;1;10;76;1;10;76;1;10;70;142;30;0,967;0,589;0,483;0,571;0,033;0,631;0,438;4;0,750;3,000;0,163;0,400;0;0,000;0,000;0,000;0,000;1,000
1027;Set 2\Pat127.rcp;0;0;81;1;50;81;1;50;81;1;50;80;173;30;0,700;0,336;0,483;0,643;0,037;0,538;0,881;4;0,750;3,000;0,149;0,400;0;0,000;0,000;0,000;0,000;1,000
1028;Set 2\Pat128.rcp;0;0;95;CPM;0;95;1;0;95;1;0;95;179;30;0,733;0,382;0,483;0,571;0,000;1,000;0,786;4;0,750;3,000;0,121;0,400;0;0,000;0,000;0,000;0,000;1,000
1029;Set 2\Pat129.rcp;0;0;87;1;10;87;1;10;87;1;10;83;166;30;0,767;0,389;0,483;0,571;0,000;1,000;0,771;4;0,750;3,000;0,079;0,400;0;0,000;0,000;0,000;0,000;1,000
1030;Set 2\Pat130.rcp;0;0;78;1;1240;78;1;1240;78;1;1240;76;166;30;0,767;0,354;0,483;0,643;0,000;1,000;0,843;4;0,750;3,000;0,166;0,400;0;0,000;0,000;0,000;0,000;1,000
1031;Set 2\Pat131.rcp;0;0;97;1;10;97;1;10;97;1;10;95;180;30;0,800;0,407;0,483;0,571;0,000;0,577;0,724;4;0,750;3,000;0,234;0,400;0;0,000;0,000;0,000;0,000;1,000
1032;Set 2\Pat132.rcp;0;0;86;1;0;86;1;0;86;1;0;75;149;30;1,200;0,524;0,483;0,571;0,000;0,571;0,548;4;0,750;3,000;0,233;0,400;0;0,000;0,000;0,000;0,000;1,000
1033;Set 2\Pat133.rcp;0;0;98;CPM;0;98;1;0;98;1;0;98;190;30;1,200;0,464;0,483;0,571;0,051;0,647;0,633;4;0,750;3,000;0,144;0,400;0;0,000;0,000;0,000;0,000;1,000
1034;Set 2\Pat134.rcp;0;0;84;1;0;84;1;0;84;1;0;83;156;30;0,900;0,411;0,483;0,571;0,000;0,615;0,733;4;0,750;3,000;0,221;0,400;0;0,000;0,000;0,000;0,000;1,000
1035;Set 2\Pat135.rcp;0;0;78;CPM;0;78;1;0;78;1;0;78;163;30;0,867;0,384;0,483;0,571;0,000;0,513;0,786;4;0,750;3,000;0,127;0,400;0;0,000;0,000;0,000;0,000;1,000
1036;Set 2\Pat136.rcp;0;0;105;1;0;105;1;0;105;1;0;96;170;30;1,033;0,485;0,483;0,571;0,036;0,831;0,610;4;0,750;3,000;0,203;0,400;0;0,000;0,000;0,000;0,000;1,000
1037;Set 2\Pat137.rcp;0;0;78;CPM;0;78;1;0;78;1;0;78;157;30;0,867;0,382;0,483;0,571;0,000;1,000;0,767;4;0,750;3,000;0,151;0,400;0;0,000;0,000;0,000;0,000;1,000
1038;Set 2\Pat138.rcp;0;0;92;CPM;0;92;1;0;92;1;0;92;184;30;0,633;0,329;0,483;0,643;0,000;1,000;0,895;4;0,750;3,000;0,085;0,400;0;0,000;0,000;0,000;0,000;1,000
1039;Set 2\Pat139.rcp;0;0;74;CPM;0;74;1;0;74;1;0;74;129;30;0,933;0,405;0,483;0,571;0,000;0,508;0,724;4;0,750;3,000;0,217;0,400;0;0,000;0,000;0,000;0,000;1,000
1040;Set 2\Pat140.rcp;0;0;110;1;0;110;1;0;110;1;0;106;186;30;1,033;0,476;0,483;0,643;0,000;0,529;0,610;4;0,750;3,000;0,156;0,400;0;0,000;0,000;0,000;0,000;1,000
1041;Set 2\Pat141.rcp;0;0;90;1;800;90;1;800;90;1;800;81;175;30;0,667;0,320;0,483;0,786;0,000;1,000;0,914;4;0,750;3,000;0,086;0,400;0;0,000;0,000;0,000;0,000;1,000
1042;Set 2\Pat142.rcp;0;0;90;CPM;0;90;1;10;90;1;10;90;189;30;0,700;0,308;0,483;0,786;0,000;1,000;0,938;4;0,750;3,000;0,081;0,400;0;0,000;0,000;0,000;0,000;1,000
1043;Set 2\Pat143.rcp;0;0;90;CPM;0;90;1;0;90;1;0;90;180;30;0,600;0,310;0,483;0,786;0,000;1,000;0,933;4;0,750;3,000;0,087;0,400;0;0,000;0,000;0,000;0,000;1,000
1044;Set 2\Pat144.rcp;0;0;86;CPM;0;86;1;10;86;1;10;86;165;30;0,633;0,333;0,483;0,786;0,000;1,000;0,886;4;0,750;3,000;0,123;0,400;0;0,000;0,000;0,000;0,000;1,000
1045;Set 2\Pat145.rcp;0;0;81;1;710;81;1;710;81;1;710;77;170;30;0,633;0,322;0,483;0,857;0,000;1,000;0,910;4;0,750;3,000;0,047;0,400;0;0,000;0,000;0,000;0,000;1,000
1046;Set 2\Pat146.rcp;0;0;78;CPM;0;78;1;10;78;1;10;78;180;30;0,700;0,356;0,483;0,786;0,000;0,154;0,833;4;0,750;3,000;0,084;0,400;0;0,000;0,000;0,000;0,000;1,000
1047;Set 2\Pat147.rcp;0;0;88;1;50;88;1;50;88;1;50;82;166;30;0,667;0,352;0,483;0,786;0,000;1,000;0,848;4;0,750;3,000;0,151;0,400;0;0,000;0,000;0,000;0,000;1,000
1048;Set 2\Pat148.rcp;0;0;96;CPM;0;96;1;0;96;1;0;96;175;30;0,633;0,306;0,483;0,786;0,000;1,000;0,943;4;0,750;3,000;0,095;0,400;0;0,000;0,000;0,000;0,000;1,000
1049;Set 2\Pat149.rcp;0;0;93;1;40;93;1;40;93;1;40;84;162;30;0,767;0,356;0,483;0,786;0,000;1,000;0,838;4;0,750;3,000;0,131;0,400;0;0,000;0,000;0,000;0,000;1,000
1050;Set 2\Pat150.rcp;0;0;93;CPM;0;93;1;0;93;1;0;93;183;30;0,533;0,299;0,483;0,857;0,000;1,000;0,957;4;0,750;3,000;0,060;0,400;0;0,000;0,000;0,000;0,000;1,000
1051;Set 2\Pat151.rcp;0;0;72;CPM;0;72;1;0;72;1;0;72;158;30;0,567;0,313;0,483;0,786;0,000;1,000;0,929;4;0,750;3,000;0,085;0,400;0;0,000;0,000;0,000;0,000;1,000
1052;Set 2\Pat152.rcp;0;0;83;CPM;0;83;1;0;83;1;0;83;163;30;0,733;0,315;0,483;0,786;0,000;0,000;0,919;4;0,750;3,000;0,080;0,400;0;0,000;0,000;0,000;0,000;1,000
1053;Set 2\Pat153.rcp;0;0;75;1;510;75;1;510;75;1;510;69;164;30;0,633;0,313;0,483;0,786;0,000;1,000;0,929;4;0,750;3,000;0,092;0,400;0;0,000;0,000;0,000;0,000;1,000
1054;Set 2\Pat154.rcp;0;0;84;1;320;84;1;320;84;1;320;82;173;30;0,533;0,308;0,483;0,857;0,000;1,000;0,938;4;0,750;3,000;0,052;0,400;0;0,000;0,000;0,000;0,000;1,000
1055;Set 2\Pat155.rcp;0;0;116;1;10;116;1;10;116;1;10;89;169;30;1,533;0,763;0,483;0,786;0,185;0,950;0,052;4;0,750;3,000;0,129;0,400;0;0,000;0,000;0,000;0,000;1,000
1056;Set 2\Pat156.rcp;0;0;95;1;110;95;1;110;95;1;110;92;180;30;0,667;0,356;0,483;0,786;0,000;1,000;0,838;4;0,750;3,000;0,101;0,400;0;0,000;0,000;0,000;0,000;1,000
1057;Set 2\Pat157.rcp;0;0;94;CPM;0;94;1;0;94;1;0;94;182;30;0,633;0,322;0,483;0,857;0,000;1,000;0,910;4;0,750;3,000;0,107;0,400;0;0,000;0,000;0,000;0,000;1,000
1058;Set 2\Pat158.rcp;0;0;87;CPM;0;87;1;0;87;1;0;87;167;30;0,567;0,317;0,483;0,786;0,000;1,000;0,919;4;0,750;3,000;0,086;0,400;0;0,000;0,000;0,000;0,000;1,000
1059;Set 2\Pat159.rcp;0;0;88;CPM;0;88;1;30;88;1;30;88;154;30;0,600;0,308;0,483;0,857;0,000;1,000;0,938;4;0,750;3,000;0,068;0,400;0;0,000;0,000;0,000;0,000;1,000
1060;Set 2\Pat160.rcp;0;0;91;CPM;0;91;1;0;91;1;0;91;162;30;0,667;0,320;0,483;0,786;0,000;1,000;0,914;4;0,750;3,000;0,090;0,400;0;0,000;0,000;0,000;0,000;1,000
1061;Set 2\Pat161.rcp;0;0;154;CPM;0;154;1;0;154;1;0;154;183;30;1,100;0,855;0,793;0,826;0,000;0,477;0,384;4;0,750;3,000;0,483;0,400;0;0,000;0,000;0,000;0,000;1,000
1062;Set 2\Pat162.rcp;0;0;148;CPM;0;148;1;0;148;1;0;148;186;30;1,100;0,862;0,793;0,826;0,000;0,636;0,348;4;0,750;3,000;0,609;0,400;0;0,000;0,000;0,000;0,000;1,000
1063;Set 2\Pat163.rcp;0;0;111;1;0;111;1;0;111;1;0;110;141;30;1,067;0,897;0,793;0,783;0,000;0,742;0,239;4;0,750;3,000;0,708;0,400;0;0,000;0,000;0,000;0,000;1,000
1064;Set 2\Pat164.rcp;0;0;150;1;0;150;1;0;150;1;0;147;176;30;1,000;0,823;0,793;0,783;0,000;0,909;0,449;4;0,750;3,000;0,688;0,400;0;0,000;0,000;0,000;0,000;1,000
1065;Set 2\Pat165.rcp;0;0;130;CPM;0;130;1;0;130;1;0;130;153;30;1,133;0,887;0,793;0,783;0,000;0,788;0,297;4;0,750;3,000;0,690;0,400;0;0,000;0,000;0,000;0,000;1,000
1066;Set 2\Pat166.rcp;0;0;120;1;0;120;1;0;120;1;0;114;149;30;0,900;0,731;0,793;0,826;0,000;1,000;0,746;4;0,750;3,000;0,613;0,400;0;0,000;0,000;0,000;0,000;1,000
1067;Set 2\Pat167.rcp;0;0;118;1;0;118;1;0;118;1;0;112;140;30;1,133;0,954;0,793;0,826;0,000;0,918;0,094;4;0,750;3,000;0,589;0,400;0;0,000;0,000;0,000;0,000;1,000
1068;Set 2\Pat168.rcp;0;0;135;CPM;0;135;1;0;135;1;0;135;165;30;1,000;0,830;0,793;0,783;0,000;0,455;0,449;4;0,750;3,000;0,656;0,400;0;0,000;0,000;0,000;0,000;1,000
1069;Set 2\Pat169.rcp;0;0;158;1;0;158;1;0;158;1;0;154;188;30;1,133;0,933;0,793;0,783;0,000;0,827;0,152;4;0,750;3,000;0,442;0,400;0;0,000;0,000;0,000;0,000;1,000
1070;Set 2\Pat170.rcp;0;0;142;CPM;0;142;1;0;142;1;0;142;165;30;1,067;0,841;0,793;0,826;0,000;0,682;0,413;4;0,750;3,000;0,500;0,400;0;0,000;0,000;0,000;0,000;1,000
1071;Set 2\Pat171.rcp;0;0;120;CPM;0;120;1;0;120;1;0;120;151;30;1,067;0,823;0,793;0,826;0,000;0,557;0,435;4;0,750;3,000;0,771;0,400;0;0,000;0,000;0,000;0,000;1,000
1072;Set 2\Pat172.rcp;0;0;128;1;0;128;1;0;128;1;0;124;160;30;1,100;0,913;0,793;0,783;0,000;0,800;0,217;4;0,750;3,000;0,438;0,400;0;0,000;0,000;0,000;0,000;1,000
1073;Set 2\Pat173.rcp;0;0;137;1;0;137;1;0;137;1;0;135;169;30;1,167;0,929;0,793;0,826;0,000;0,773;0,159;4;0,750;3,000;0,850;0,400;0;0,000;0,000;0,000;0,000;1,000
1074;Set 2\Pat174.rcp;0;0;142;CPM;0;142;1;0;142;1;0;142;179;30;1,000;0,818;0,793;0,826;0,000;0,500;0,471;4;0,750;3,000;0,367;0,400;0;0,000;0,000;0,000;0,000;1,000
1075;Set 2\Pat175.rcp;0;0;131;1;0;131;1;0;131;1;0;116;165;30;1,200;0,903;0,793;0,783;0,000;0,812;0,210;4;0,750;3,000;0,655;0,400;0;0,000;0,000;0,000;0,000;1,000
1076;Set 2\Pat176.rcp;0;0;140;1;0;140;1;0;140;1;0;127;160;30;1,133;0,975;0,793;0,783;0,143;0,955;0,036;4;0,750;3,000;0,563;0,400;0;0,000;0,000;0,000;0,000;1,000
1077;Set 2\Pat177.rcp;0;0;121;CPM;0;121;1;0;121;1;0;121;163;30;1,267;0,903;0,793;0,783;0,000;0,783;0,225;4;0,750;3,000;0,667;0,400;0;0,000;0,000;0,000;0,000;1,000
1078;Set 2\Pat178.rcp;0;0;120;1;0;120;1;0;120;1;0;113;156;30;1,133;0,880;0,793;0,783;0,000;0,682;0,283;4;0,750;3,000;0,375;0,400;0;0,000;0,000;0,000;0,000;1,000
1079;Set 2\Pat179.rcp;0;0;132;1;0;132;1;0;132;1;0;125;162;30;1,300;0,924;0,793;0,826;0,111;0,832;0,174;4;0,750;3,000;0,357;0,400;0;0,000;0,000;0,000;0,000;1,000
1080;Set 2\Pat180.rcp;0;0;171;1;0;171;1;0;171;1;0;165;196;30;1,100;0,977;0,793;0,783;0,333;0,964;0,029;4;0,750;3,000;0,750;0,400;0;0,000;0,000;0,000;0,000;1,000
1081;Set 3\Pat1.rcp;0;0;75;1;10;75;1;10;75;1;10;41;155;30;2,967;0,595;0,172;0,300;0,224;0,783;0,125;4;0,750;3,000;0,104;0,400;0;0,000;0,000;0,000;0,000;1,000
1082;Set 3\Pat2.rcp;0;0;71;1;4550;71;1;4550;71;1;4550;31;170;30;2,133;0,301;0,172;0,350;0,165;0,710;0,458;4;0,750;3,000;0,082;0,400;0;0,000;0,000;0,000;0,000;1,000
1083;Set 3\Pat3.rcp;0;0;78;1;870;78;1;870;78;1;870;42;172;30;2,767;0,492;0,172;0,150;0,224;0,741;0,183;4;0,750;3,000;0,127;0,400;0;0,000;0,000;0,000;0,000;1,000
1084;Set 3\Pat4.rcp;0;0;73;1;200;73;1;200;73;1;200;41;171;30;1,833;0,389;0,172;0,400;0,155;0,736;0,392;4;0,750;3,000;0,115;0,400;0;0,000;0,000;0,000;0,000;1,000
1085;Set 3\Pat5.rcp;0;0;77;1;1510;77;1;1510;77;1;1510;36;179;30;2,300;0,347;0,172;0,350;0,173;0,653;0,433;4;0,750;3,000;0,128;0,400;0;0,000;0,000;0,000;0,000;1,000
1086;Set 3\Pat6.rcp;0;0;74;1;460;74;1;460;74;1;460;31;177;30;2,933;0,379;0,172;0,400;0,195;0,705;0,500;4;0,750;3,000;0,074;0,400;0;0,000;0,000;0,000;0,000;1,000
1087;Set 3\Pat7.rcp;0;0;78;1;370;78;1;370;78;1;370;41;175;30;2,833;0,421;0,172;0,450;0,155;0,769;0,325;4;0,750;3,000;0,100;0,400;0;0,000;0,000;0,000;0,000;1,000
